id,query,success,error
688,"select distinct count( comments_1.creationdate), comments_1.text from comments as comments_1 where comments_1.contentlicense is not NULL group by comments_1.text limit 18;",YES,""
689,"select max( comments_1.creationdate) from posts as posts_1 inner join comments as comments_1 on (posts_1.id = comments_1.id ) where comments_1.creationdate is not NULL limit 26;",YES,""
690,"select comments_1.userid, comments_1.contentlicense from comments as comments_1 where comments_1.userid is not NULL limit 16;",YES,""
691,"select users_1.location, users_1.accountid from users as users_1 where users_1.aboutme is not NULL limit 30;",YES,""
692,"select badges_1.tagbased, badges_1.class from badges as badges_1 where badges_1.tagbased is not NULL limit 32;",YES,""
693,"select users_1.websiteurl, users_1.accountid, users_1.location, users_1.creationdate, users_1.websiteurl, max( users_1.id), users_1.aboutme from users as users_1 where users_1.aboutme is not NULL group by users_1.websiteurl, users_1.accountid, users_1.location, users_1.creationdate, users_1.websiteurl, users_1.aboutme limit 21;",YES,""
694,"select comments_1.contentlicense, comments_1.text, comments_1.contentlicense from comments as comments_1 where comments_1.creationdate is not NULL limit 4;",YES,""
695,"select posthistory_1.contentlicense from posthistory as posthistory_1 where posthistory_1.comment is not NULL limit 23;",YES,""
696,"select users_1.aboutme, min( users_1.profileimageurl), users_1.profileimageurl from users as users_1 where users_1.creationdate > users_1.creationdate group by users_1.aboutme, users_1.profileimageurl limit 20;",YES,""
697,"select users_1.profileimageurl from users as users_1 where users_1.id > users_1.id limit 40;",YES,""
698,"select badges_2.id, comments_1.text, comments_1.contentlicense, badges_1.date, badges_1.id, badges_2.class, min( badges_1.date), posts_1.title, badges_1.class, badges_1.userid from badges as badges_1 inner join posts as posts_1 inner join badges as badges_2 inner join comments as comments_1 on (badges_2.id = comments_1.id ) on (posts_1.id = comments_1.id ) on (badges_1.id = posts_1.id ) where posts_1.parentid is not NULL group by badges_2.id, comments_1.text, comments_1.contentlicense, badges_1.date, badges_1.id, badges_2.class, posts_1.title, badges_1.class, badges_1.userid limit 15;",YES,""
699,"select postlinks_1.creationdate, votes_1.creationdate, votes_2.userid, max( postlinks_1.relatedpostid), votes_2.creationdate, comments_2.userdisplayname, max( comments_2.contentlicense), votes_2.userid, comments_2.text, postlinks_1.creationdate, min( votes_2.votetypeid), votes_2.votetypeid, votes_2.postid, votes_1.creationdate, votes_1.userid, comments_2.userdisplayname, postlinks_1.creationdate, comments_1.text, comments_1.postid, votes_2.votetypeid from comments as comments_1 inner join postlinks as postlinks_1 inner join comments as comments_2 inner join votes as votes_1 on (comments_2.id = votes_1.id ) inner join votes as votes_2 on (votes_1.id = votes_2.id ) on (postlinks_1.id = votes_2.id ) on (comments_1.id = comments_2.id ) where comments_2.text is not NULL group by postlinks_1.creationdate, votes_1.creationdate, votes_2.userid, votes_2.creationdate, comments_2.userdisplayname, votes_2.userid, comments_2.text, postlinks_1.creationdate, votes_2.votetypeid, votes_2.postid, votes_1.creationdate, votes_1.userid, comments_2.userdisplayname, postlinks_1.creationdate, comments_1.text, comments_1.postid, votes_2.votetypeid limit 13;",YES,""
700,"select votes_1.votetypeid, posthistory_1.comment, posthistory_1.revisionguid, votes_1.creationdate, avg( users_1.accountid), users_1.creationdate, posthistory_1.id, users_1.location, users_1.location, max( users_1.websiteurl), posthistory_1.posthistorytypeid, votes_2.creationdate, votes_2.postid, votes_2.postid, users_1.profileimageurl, posthistory_1.postid, users_1.creationdate, votes_1.votetypeid, votes_2.userid from posthistory as posthistory_1 inner join users as users_1 inner join votes as votes_1 on (users_1.id = votes_1.id ) on (posthistory_1.id = users_1.id ) inner join votes as votes_2 on (users_1.id = votes_2.id ) where votes_1.userid is not NULL group by votes_1.votetypeid, posthistory_1.comment, posthistory_1.revisionguid, votes_1.creationdate, users_1.creationdate, posthistory_1.id, users_1.location, users_1.location, posthistory_1.posthistorytypeid, votes_2.creationdate, votes_2.postid, votes_2.postid, users_1.profileimageurl, posthistory_1.postid, users_1.creationdate, votes_1.votetypeid, votes_2.userid limit 25;",YES,""
701,"select posthistory_1.creationdate, posthistory_1.revisionguid, min( posthistory_1.revisionguid) from posthistory as posthistory_1 where posthistory_1.contentlicense is not NULL group by posthistory_1.creationdate, posthistory_1.revisionguid limit 39;",YES,""
702,"select comments_1.text, comments_1.id, comments_1.creationdate, comments_1.userid, comments_1.contentlicense, comments_1.userid, comments_1.userid, comments_1.userid from comments as comments_1 where comments_1.userdisplayname >= comments_1.contentlicense limit 34;",YES,""
703,"select max( posts_1.creationdate), badges_1.userid, posts_1.title, badges_1.name from badges as badges_1 inner join posts as posts_1 on (badges_1.id = posts_1.id ) where badges_1.class is not NULL group by badges_1.userid, posts_1.title, badges_1.name limit 22;",YES,""
704,"select votes_1.id, votes_1.id, votes_1.postid from votes as votes_1 where votes_1.userid is not NULL limit 41;",YES,""
705,"select max( votes_1.creationdate), min( votes_1.creationdate), votes_1.creationdate, votes_1.votetypeid from votes as votes_1 where votes_1.userid is not NULL group by votes_1.creationdate, votes_1.votetypeid limit 4;",YES,""
706,"select posts_1.body, posts_1.parentid, posts_1.ownerdisplayname, posts_1.parentid, posts_1.creationdate, posts_1.title, posts_1.tags, posts_1.ownerdisplayname, posts_1.acceptedanswerid, min( posts_1.creationdate), posts_1.tags, posts_1.posttypeid, posts_1.ownerdisplayname, posts_1.parentid, posts_1.id from posts as posts_1 where posts_1.body = posts_1.tags group by posts_1.body, posts_1.parentid, posts_1.ownerdisplayname, posts_1.parentid, posts_1.creationdate, posts_1.title, posts_1.tags, posts_1.ownerdisplayname, posts_1.acceptedanswerid, posts_1.tags, posts_1.posttypeid, posts_1.ownerdisplayname, posts_1.parentid, posts_1.id limit 5;",YES,""
707,"select min( posts_1.creationdate), posts_1.title, postlinks_1.relatedpostid, posts_1.parentid, posthistory_1.revisionguid, posts_1.creationdate, postlinks_1.relatedpostid, postlinks_1.linktypeid from posts as posts_1 inner join postlinks as postlinks_1 inner join posthistory as posthistory_1 on (postlinks_1.id = posthistory_1.id ) on (posts_1.id = postlinks_1.id ) where postlinks_1.relatedpostid is not NULL group by posts_1.title, postlinks_1.relatedpostid, posts_1.parentid, posthistory_1.revisionguid, posts_1.creationdate, postlinks_1.relatedpostid, postlinks_1.linktypeid limit 28;",YES,""
708,"select posts_1.contentlicense, posts_1.parentid, min( posts_1.title) from posts as posts_1 where posts_1.owneruserid is not NULL group by posts_1.contentlicense, posts_1.parentid limit 37;",YES,""
709,"select votes_1.votetypeid from votes as votes_1 inner join comments as comments_1 inner join posthistory as posthistory_1 on (comments_1.id = posthistory_1.id ) on (votes_1.id = posthistory_1.id ) where comments_1.postid is not NULL limit 12;",YES,""
710,"select sum( votes_1.postid), votes_1.id from votes as votes_1 where votes_1.creationdate < votes_1.creationdate group by votes_1.id limit 13;",YES,""
711,"select postlinks_1.id, postlinks_1.id, postlinks_1.postid, postlinks_1.relatedpostid, postlinks_1.linktypeid, postlinks_1.id, postlinks_1.id, postlinks_1.creationdate from postlinks as postlinks_1 where postlinks_1.postid is not NULL limit 3;",YES,""
712,"select badges_1.date, badges_1.date, badges_1.tagbased, badges_1.class, badges_1.tagbased from badges as badges_1 where badges_1.class is not NULL limit 34;",YES,""
713,"select posts_1.posttypeid, posts_1.parentid, posts_1.parentid from posts as posts_1 where posts_1.owneruserid > posts_1.posttypeid limit 29;",YES,""
714,"select max( votes_2.creationdate), min( comments_1.creationdate) from votes as votes_1 inner join comments as comments_1 on (votes_1.id = comments_1.id ) inner join postlinks as postlinks_1 on (votes_1.id = postlinks_1.id ) inner join users as users_1 inner join votes as votes_2 on (users_1.id = votes_2.id ) on (postlinks_1.id = votes_2.id ) where users_1.displayname is not NULL limit 22;",YES,""
715,"select posts_1.owneruserid, votes_1.userid, posts_1.posttypeid, votes_1.postid, posts_1.parentid, votes_1.votetypeid, max( posts_1.title) from votes as votes_1 inner join posts as posts_1 on (votes_1.id = posts_1.id ) where votes_1.creationdate < posts_1.creationdate group by posts_1.owneruserid, votes_1.userid, posts_1.posttypeid, votes_1.postid, posts_1.parentid, votes_1.votetypeid limit 28;",YES,""
716,"select users_1.profileimageurl, users_1.accountid from users as users_1 where users_1.displayname is not NULL limit 14;",YES,""
717,"select postlinks_1.id from postlinks as postlinks_1 where postlinks_1.relatedpostid is not NULL limit 13;",YES,""
718,"select postlinks_1.postid, badges_1.id from badges as badges_1 inner join postlinks as postlinks_1 on (badges_1.id = postlinks_1.id ) where badges_1.userid is not NULL limit 1;",YES,""
719,"select users_1.accountid from users as users_1 where users_1.id is not NULL limit 37;",YES,""
720,"select comments_1.userid, comments_1.text, comments_1.text, votes_1.postid from comments as comments_1 inner join posthistory as posthistory_1 inner join votes as votes_1 inner join posts as posts_1 on (votes_1.id = posts_1.id ) inner join badges as badges_1 on (posts_1.id = badges_1.id ) on (posthistory_1.id = badges_1.id ) on (comments_1.id = posts_1.id ) where comments_1.creationdate is not NULL limit 16;",YES,""
721,"select posthistory_1.id, max( posthistory_1.postid), comments_1.contentlicense, comments_1.userid from posthistory as posthistory_1 inner join comments as comments_1 on (posthistory_1.id = comments_1.id ) where posthistory_1.text is not NULL group by posthistory_1.id, comments_1.contentlicense, comments_1.userid limit 35;",YES,""
722,"select posts_1.body, posts_1.creationdate, posts_1.contentlicense, max( posts_1.creationdate) from posts as posts_1 where posts_1.tags <= posts_1.ownerdisplayname group by posts_1.body, posts_1.creationdate, posts_1.contentlicense limit 41;",YES,""
723,"select users_1.websiteurl, users_1.id from users as users_1 inner join badges as badges_1 on (users_1.id = badges_1.id ) where badges_1.userid = badges_1.class limit 40;",YES,""
724,"select comments_2.creationdate, comments_1.text, postlinks_1.id from comments as comments_1 inner join postlinks as postlinks_1 on (comments_1.id = postlinks_1.id ) inner join votes as votes_1 inner join comments as comments_2 on (votes_1.id = comments_2.id ) on (comments_1.id = votes_1.id ) where postlinks_1.linktypeid is not NULL limit 6;",YES,""
725,"select postlinks_1.postid, min( postlinks_1.creationdate), postlinks_1.relatedpostid, postlinks_1.id from postlinks as postlinks_1 where postlinks_1.postid is not NULL group by postlinks_1.postid, postlinks_1.relatedpostid, postlinks_1.id limit 4;",YES,""
726,"select users_1.accountid, users_1.profileimageurl, users_1.websiteurl, users_1.aboutme, users_1.accountid, users_1.aboutme from users as users_1 where users_1.id < users_1.id limit 3;",YES,""
727,"select sum( badges_1.class), badges_1.id, badges_1.id, badges_1.id, badges_1.name, badges_1.class, badges_1.name from badges as badges_1 where badges_1.date >= badges_1.date group by badges_1.id, badges_1.id, badges_1.id, badges_1.name, badges_1.class, badges_1.name limit 6;",YES,""
728,"select posthistory_1.comment, posthistory_1.postid from posthistory as posthistory_1 where posthistory_1.userid is not NULL limit 19;",YES,""
729,"select posthistory_1.contentlicense, posthistory_1.userid, posthistory_1.userdisplayname, posthistory_1.userid, posthistory_1.posthistorytypeid, posthistory_1.posthistorytypeid from posthistory as posthistory_1 where posthistory_1.userdisplayname is not NULL limit 6;",YES,""
730,"select votes_1.votetypeid, posts_1.posttypeid, posts_1.title, posts_1.tags, avg( users_2.profileimageurl), users_1.profileimageurl, posts_1.parentid, votes_1.votetypeid, users_1.accountid, votes_1.creationdate, users_1.creationdate from posts as posts_1 inner join users as users_1 inner join users as users_2 inner join votes as votes_1 on (users_2.id = votes_1.id ) on (users_1.id = votes_1.id ) on (posts_1.id = users_1.id ) where posts_1.creationdate <= users_2.creationdate group by votes_1.votetypeid, posts_1.posttypeid, posts_1.title, posts_1.tags, users_1.profileimageurl, posts_1.parentid, votes_1.votetypeid, users_1.accountid, votes_1.creationdate, users_1.creationdate limit 11;",YES,""
731,"select users_2.id, postlinks_1.creationdate from postlinks as postlinks_1 inner join users as users_1 inner join users as users_2 on (users_1.id = users_2.id ) on (postlinks_1.id = users_2.id ) where users_1.profileimageurl is not NULL limit 11;",YES,""
732,"select posts_1.contentlicense, posts_1.creationdate, posts_1.id, posts_1.ownerdisplayname, posts_1.owneruserid, min( posts_1.title), min( posts_1.body), posts_1.owneruserid, posts_1.id from posts as posts_1 where posts_1.title is not NULL group by posts_1.contentlicense, posts_1.creationdate, posts_1.id, posts_1.ownerdisplayname, posts_1.owneruserid, posts_1.owneruserid, posts_1.id limit 36;",YES,""
733,"select min( users_1.creationdate), users_1.id, users_1.creationdate, users_1.creationdate, sum( users_1.id), users_1.accountid, max( users_1.creationdate), users_1.aboutme, users_1.accountid, users_1.location, users_1.aboutme, users_1.location, users_1.websiteurl from users as users_1 where users_1.accountid >= users_1.profileimageurl group by users_1.id, users_1.creationdate, users_1.creationdate, users_1.accountid, users_1.aboutme, users_1.accountid, users_1.location, users_1.aboutme, users_1.location, users_1.websiteurl limit 42;",YES,""
